Gene_Symbol,Uniprot_ID,Polar,Neutral,Hydrophobicity,0-2.78,2.95-4.0,4.03-8.08,4.9-6.2,8.0-9.2,10.4-13.0,0-1.08,0.128-0.186,0.219-0.409,Positive,Neutral,Negative,Buried,Exposed,Intermediate,Helix,Strand,Coil,(-0.20~0.16),(-0.3~ -0.52),(-0.98~ -2.46),High (5-21%),Medium (1.12-3.64%),Low (0-0.83%),High (1.21-2.02),Medium (0.63-1.12),Low (0.14-0.29),High (4-30%) ,Medium (1-3%) ,Low (0-1%) ,High (25-100%) ,Medium (5-18%) ,Low (0-4%) ,High (0.25-11) ,Medium (-0.25 – 0.17) ,Low (-0.3 - -0.8) ,High (1.18-2.07) ,Medium (0.84-1.16) ,Low (0.41-0.8) ,High (0.95-1.8) ,Medium (0.5-0.95) ,Low (0-0.5) ,High (?2.25) ,Medium (1.6-2.3) ,Low (?1.5) ,High  (?1.4) ,Medium (0.79-1.21) ,Low (?0.76) ,High (477-1197) ,Medium (95-423) ,Low (<95) ,Low (75-105),Medium (115-155),High (165-204),(-4.2 - -3.3),(-3.07 – 2.26),(-1.78 - -1.05),>1,1,0,>1,1,0,High (9-65 g/100g) ,Medium (1.14-7.44 g/100g) ,Low (0.048-0.82,Very flexible,Moderately flexible,Less flexible,Target
CHCHD10,Q8WYQ3,8.75,76.25,15,72.5,12.5,15,15,72.5,12.5,55,30,15,5,93.75,1.25,46.25,8.75,45,45,11.25,43.75,47.5,20,32.5,51.25,42.5,6.25,45,55,0,11.25,20,68.75,12.5,18.75,68.75,12.5,78.75,8.75,30,61.25,8.75,26.25,65,8.75,31.25,67.5,1.25,37.5,40,22.5,41.25,51.25,7.5,13.75,56.25,30,40,50,10,31.25,65,3.75,5,42.5,52.5,10,38.75,51.25,10,27.5,62.5,0
ASAH1,Q13510,20,46.25,33.75,46.25,30,23.75,38.75,38.75,22.5,30,46.25,23.75,10,83.75,6.25,46.25,20,33.75,41.25,30,28.75,30,22.5,47.5,21.25,65,13.75,33.75,57.5,8.75,16.25,26.25,57.5,17.5,25,57.5,22.5,57.5,20,21.25,52.5,26.25,42.5,32.5,25,37.5,52.5,10,33.75,47.5,18.75,36.25,46.25,17.5,20,53.75,26.25,33.75,35,31.25,22.5,62.5,15,15,38.75,46.25,17.5,45,37.5,18.75,30,51.25,0
ANK1,P16157,33.75,37.5,28.75,37.5,38.75,23.75,30,31.25,38.75,35,41.25,23.75,12.5,76.25,11.25,43.75,33.75,22.5,48.75,22.5,28.75,42.5,27.5,30,22.5,68.75,8.75,38.75,55,6.25,27.5,25,47.5,31.25,21.25,47.5,38.75,40,21.25,37.5,42.5,20,37.5,42.5,20,20,62.5,17.5,45,50,5,50,33.75,16.25,21.25,50,28.75,35,33.75,31.25,26.25,61.25,12.5,10,53.75,36.25,12.5,57.5,30,22.5,36.25,41.25,0
ALDH18A1,P54886,23.75,38.75,37.5,33.75,32.5,33.75,38.75,30,31.25,23.75,42.5,33.75,15,83.75,1.25,43.75,23.75,32.5,41.25,35,23.75,31.25,27.5,41.25,18.75,62.5,18.75,31.25,67.5,1.25,30,21.25,48.75,25,26.25,48.75,31.25,45,23.75,30,47.5,22.5,41.25,37.5,21.25,35,51.25,13.75,43.75,45,11.25,51.25,36.25,12.5,25,61.25,13.75,42.5,35,22.5,40,42.5,17.5,21.25,46.25,32.5,22.5,46.25,31.25,18.75,43.75,37.5,0
ATL1,Q8WXF7,41.25,31.25,27.5,35,37.5,27.5,28.75,28.75,42.5,32.5,40,27.5,17.5,63.75,18.75,41.25,41.25,17.5,48.75,23.75,27.5,35,33.75,31.25,23.75,61.25,15,35,57.5,7.5,23.75,33.75,42.5,32.5,25,42.5,42.5,41.25,16.25,42.5,42.5,15,37.5,45,17.5,26.25,48.75,25,41.25,55,3.75,42.5,50,7.5,21.25,48.75,30,38.75,25,36.25,30,62.5,7.5,8.75,38.75,52.5,10,47.5,42.5,28.75,33.75,37.5,0
B4GALNT1,Q00973,22.5,41.25,36.25,43.75,36.25,20,38.75,37.5,23.75,26.25,53.75,20,11.25,82.5,6.25,53.75,22.5,23.75,53.75,18.75,27.5,37.5,13.75,48.75,22.5,61.25,16.25,35,60,5,17.5,17.5,65,22.5,12.5,65,23.75,48.75,27.5,18.75,50,31.25,40,31.25,28.75,40,52.5,7.5,28.75,52.5,18.75,30,45,25,16.25,58.75,25,28.75,36.25,35,20,68.75,11.25,11.25,46.25,42.5,12.5,42.5,45,20,20,60,0
ARHGEF10,O15013,41.25,42.5,16.25,50,31.25,18.75,17.5,41.25,41.25,36.25,45,18.75,8.75,68.75,22.5,31.25,41.25,27.5,45,12.5,42.5,43.75,27.5,28.75,26.25,60,13.75,31.25,60,8.75,18.75,35,46.25,40,13.75,46.25,41.25,43.75,15,42.5,42.5,15,40,55,5,42.5,38.75,18.75,38.75,43.75,17.5,38.75,52.5,8.75,13.75,50,36.25,31.25,41.25,27.5,23.75,68.75,7.5,7.5,42.5,50,11.25,38.75,50,31.25,31.25,37.5,0
ALDH3A2,P51648,40,21.25,38.75,25,48.75,26.25,40,20,40,21.25,52.5,26.25,15,68.75,16.25,43.75,40,16.25,57.5,26.25,16.25,33.75,25,41.25,13.75,66.25,20,28.75,66.25,5,23.75,27.5,48.75,37.5,13.75,48.75,40,31.25,28.75,31.25,42.5,26.25,31.25,45,23.75,37.5,42.5,20,36.25,56.25,7.5,36.25,45,18.75,20,52.5,27.5,28.75,31.25,40,30,58.75,11.25,8.75,48.75,42.5,12.5,45,42.5,30,31.25,38.75,0
ABCG8,Q9H221,32.5,42.5,25,46.25,32.5,21.25,28.75,38.75,32.5,37.5,41.25,21.25,7.5,80,12.5,36.25,32.5,31.25,42.5,22.5,35,36.25,28.75,35,25,60,15,28.75,61.25,10,20,36.25,43.75,28.75,27.5,43.75,32.5,47.5,20,40,35,25,31.25,53.75,15,41.25,48.75,10,47.5,41.25,11.25,47.5,38.75,13.75,13.75,58.75,27.5,33.75,38.75,27.5,30,60,10,12.5,43.75,43.75,15,47.5,37.5,20,45,35,0
ABCG5,Q9H222,23.75,48.75,27.5,47.5,32.5,20,30,42.5,27.5,40,40,20,7.5,85,7.5,40,23.75,36.25,40,22.5,37.5,37.5,27.5,35,31.25,56.25,12.5,28.75,65,6.25,20,35,45,26.25,28.75,45,27.5,52.5,20,40,40,20,32.5,50,17.5,33.75,57.5,8.75,50,40,10,53.75,32.5,13.75,16.25,65,18.75,46.25,28.75,25,37.5,48.75,13.75,11.25,55,33.75,13.75,56.25,30,20,38.75,41.25,0
CEP120,Q8N960,36.25,30,33.75,32.5,38.75,28.75,33.75,23.75,42.5,25,46.25,28.75,13.75,71.25,15,40,36.25,23.75,55,25,20,36.25,25,38.75,12.5,75,12.5,28.75,63.75,7.5,27.5,25,47.5,35,17.5,47.5,42.5,32.5,25,28.75,50,21.25,40,40,20,37.5,42.5,20,32.5,57.5,10,38.75,46.25,15,22.5,50,27.5,30,35,35,33.75,53.75,12.5,13.75,36.25,50,16.25,42.5,41.25,27.5,33.75,38.75,0
ACADSB,P45954,30,33.75,36.25,33.75,41.25,25,36.25,31.25,32.5,27.5,47.5,25,12.5,80,7.5,42.5,30,27.5,50,23.75,26.25,30,30,40,21.25,66.25,12.5,28.75,70,1.25,25,25,50,26.25,23.75,50,32.5,37.5,30,37.5,37.5,25,33.75,46.25,20,28.75,52.5,18.75,42.5,47.5,10,45,36.25,18.75,18.75,61.25,20,35,37.5,27.5,35,51.25,13.75,10,55,35,13.75,51.25,35,16.25,43.75,40,0
ADA,P00813,27.5,41.25,31.25,41.25,31.25,27.5,36.25,33.75,30,31.25,41.25,27.5,12.5,76.25,11.25,46.25,27.5,26.25,47.5,26.25,26.25,36.25,20,43.75,20,66.25,13.75,37.5,51.25,11.25,18.75,22.5,58.75,22.5,18.75,58.75,30,43.75,26.25,25,50,25,45,38.75,16.25,35,45,20,35,51.25,13.75,37.5,46.25,16.25,23.75,47.5,28.75,32.5,40,27.5,21.25,65,13.75,12.5,43.75,43.75,16.25,45,38.75,23.75,26.25,50,0
CEP290,O15078,47.5,18.75,33.75,23.75,56.25,20,33.75,17.5,48.75,17.5,62.5,20,12.5,65,22.5,35,47.5,17.5,60,17.5,22.5,27.5,35,37.5,11.25,85,3.75,21.25,73.75,5,26.25,28.75,45,38.75,16.25,45,48.75,26.25,25,46.25,33.75,20,36.25,42.5,21.25,26.25,40,33.75,32.5,56.25,11.25,33.75,47.5,18.75,18.75,51.25,30,25,31.25,43.75,30,61.25,8.75,3.75,40,56.25,8.75,45,46.25,26.25,36.25,37.5,0
CEP152,O94986,45,30,25,38.75,43.75,17.5,28.75,22.5,48.75,31.25,51.25,17.5,2.5,66.25,31.25,25,45,30,51.25,12.5,36.25,36.25,30,33.75,13.75,78.75,7.5,11.25,70,18.75,17.5,47.5,35,47.5,17.5,35,48.75,30,21.25,41.25,32.5,26.25,35,47.5,17.5,43.75,38.75,17.5,32.5,55,12.5,36.25,43.75,20,15,48.75,36.25,28.75,22.5,48.75,28.75,66.25,5,11.25,37.5,51.25,16.25,48.75,35,40,32.5,27.5,0
COL10A1,Q03692,18.75,53.75,27.5,47.5,30,22.5,31.25,47.5,21.25,28.75,48.75,22.5,8.75,88.75,2.5,43.75,18.75,37.5,33.75,26.25,40,32.5,17.5,50,22.5,65,12.5,33.75,62.5,3.75,18.75,16.25,65,16.25,18.75,65,21.25,56.25,22.5,33.75,46.25,20,42.5,43.75,13.75,38.75,47.5,13.75,45,33.75,21.25,47.5,41.25,11.25,17.5,70,12.5,36.25,47.5,16.25,22.5,65,12.5,11.25,48.75,40,13.75,47.5,38.75,12.5,30,57.5,0
AGPS,O00116,27.5,61.25,11.25,66.25,16.25,17.5,12.5,58.75,28.75,58.75,23.75,17.5,13.75,75,11.25,48.75,27.5,23.75,57.5,10,32.5,61.25,21.25,17.5,46.25,40,13.75,60,32.5,7.5,17.5,26.25,56.25,27.5,16.25,56.25,28.75,62.5,8.75,27.5,61.25,11.25,30,60,10,30,63.75,6.25,42.5,48.75,8.75,43.75,46.25,10,17.5,36.25,46.25,36.25,42.5,21.25,25,67.5,7.5,3.75,47.5,48.75,5,41.25,53.75,26.25,20,53.75,0
ARL2BP,Q9Y2Y0,40,27.5,32.5,30,45,25,40,20,40,28.75,46.25,25,6.25,67.5,26.25,38.75,40,21.25,45,30,25,28.75,30,41.25,16.25,65,18.75,17.5,65,17.5,13.75,43.75,42.5,36.25,21.25,42.5,40,31.25,28.75,37.5,33.75,28.75,36.25,50,13.75,36.25,36.25,27.5,33.75,62.5,3.75,33.75,53.75,12.5,16.25,48.75,35,26.25,33.75,40,20,70,10,16.25,38.75,45,18.75,47.5,33.75,36.25,32.5,31.25,0
C8orf37,Q96NL8,46.25,28.75,25,41.25,37.5,21.25,25,27.5,47.5,33.75,45,21.25,15,60,25,32.5,46.25,21.25,51.25,16.25,32.5,33.75,38.75,27.5,16.25,76.25,7.5,33.75,55,11.25,22.5,37.5,40,37.5,22.5,40,47.5,32.5,20,42.5,37.5,20,38.75,43.75,17.5,31.25,42.5,26.25,40,50,10,41.25,41.25,17.5,18.75,43.75,37.5,31.25,26.25,42.5,27.5,61.25,11.25,6.25,45,48.75,8.75,51.25,40,31.25,36.25,32.5,0
CLRN1,P58418,21.25,38.75,40,42.5,33.75,23.75,41.25,36.25,22.5,33.75,42.5,23.75,8.75,86.25,5,58.75,21.25,20,46.25,30,23.75,36.25,23.75,40,27.5,61.25,11.25,42.5,55,2.5,17.5,16.25,66.25,16.25,17.5,66.25,22.5,50,27.5,35,35,30,22.5,53.75,23.75,32.5,53.75,13.75,40,46.25,13.75,41.25,37.5,21.25,16.25,58.75,25,35,36.25,28.75,25,60,15,15,46.25,38.75,20,47.5,32.5,10,40,50,0
ARL6,Q9H0F7,30,32.5,37.5,35,40,25,38.75,30,31.25,31.25,43.75,25,13.75,80,6.25,45,30,25,41.25,25,33.75,28.75,31.25,40,22.5,66.25,11.25,30,65,5,25,26.25,48.75,21.25,30,48.75,31.25,37.5,31.25,43.75,28.75,27.5,36.25,41.25,22.5,25,56.25,18.75,51.25,42.5,6.25,52.5,27.5,20,18.75,67.5,13.75,41.25,30,28.75,33.75,52.5,13.75,10,61.25,28.75,12.5,63.75,23.75,12.5,47.5,40,0
C2orf71,A6NGG8,31.25,43.75,25,50,31.25,18.75,26.25,41.25,32.5,37.5,43.75,18.75,12.5,78.75,8.75,41.25,31.25,27.5,42.5,20,37.5,38.75,32.5,28.75,28.75,63.75,7.5,41.25,53.75,5,23.75,25,51.25,25,23.75,51.25,32.5,51.25,16.25,45,36.25,18.75,33.75,48.75,17.5,32.5,51.25,16.25,51.25,33.75,15,52.5,31.25,16.25,17.5,57.5,25,40,33.75,26.25,32.5,53.75,13.75,8.75,51.25,40,11.25,51.25,37.5,16.25,41.25,42.5,0
CNGA1,P29973,41.25,36.25,22.5,40,36.25,23.75,23.75,33.75,42.5,33.75,42.5,23.75,12.5,71.25,16.25,26.25,41.25,32.5,40,20,40,33.75,38.75,27.5,25,63.75,11.25,26.25,67.5,6.25,26.25,37.5,36.25,36.25,27.5,36.25,42.5,40,17.5,51.25,35,13.75,40,52.5,7.5,31.25,45,23.75,51.25,37.5,11.25,52.5,38.75,8.75,20,55,25,41.25,35,23.75,38.75,50,11.25,7.5,53.75,38.75,12.5,51.25,36.25,25,48.75,26.25,0
CNGB1,Q14028,43.75,37.5,18.75,38.75,46.25,15,18.75,37.5,43.75,22.5,62.5,15,7.5,62.5,30,23.75,43.75,32.5,57.5,16.25,26.25,20,45,35,15,80,5,23.75,75,1.25,13.75,42.5,43.75,38.75,17.5,43.75,43.75,45,11.25,47.5,41.25,11.25,27.5,61.25,11.25,32.5,33.75,33.75,27.5,51.25,21.25,27.5,63.75,8.75,12.5,43.75,43.75,21.25,37.5,41.25,22.5,70,7.5,2.5,26.25,71.25,7.5,27.5,65,32.5,30,37.5,0
CERKL,Q49MI3,36.25,38.75,25,42.5,36.25,21.25,25,38.75,36.25,30,48.75,21.25,16.25,68.75,15,43.75,36.25,20,56.25,17.5,26.25,43.75,21.25,35,25,55,20,40,57.5,2.5,21.25,25,53.75,36.25,10,53.75,36.25,45,18.75,28.75,56.25,15,38.75,46.25,15,40,42.5,17.5,35,51.25,13.75,35,53.75,11.25,17.5,50,32.5,31.25,38.75,30,26.25,62.5,11.25,5,46.25,48.75,6.25,36.25,57.5,31.25,18.75,50,0
CA4,P22748,30,40,30,41.25,30,28.75,33.75,33.75,32.5,32.5,38.75,28.75,13.75,78.75,7.5,42.5,30,27.5,46.25,26.25,27.5,33.75,31.25,35,25,61.25,13.75,36.25,56.25,7.5,25,27.5,47.5,22.5,30,47.5,32.5,47.5,20,37.5,37.5,25,37.5,43.75,18.75,33.75,50,16.25,45,43.75,11.25,47.5,37.5,15,22.5,52.5,25,40,33.75,26.25,33.75,53.75,12.5,16.25,40,43.75,18.75,43.75,37.5,17.5,45,37.5,0
ADAM10,O14672,32.5,36.25,31.25,27.5,35,37.5,36.25,22.5,41.25,26.25,36.25,37.5,15,77.5,7.5,41.25,32.5,26.25,56.25,18.75,25,47.5,15,37.5,20,60,20,30,60,10,33.75,21.25,45,36.25,18.75,45,41.25,32.5,26.25,31.25,40,28.75,43.75,36.25,20,35,55,10,45,50,5,53.75,27.5,18.75,32.5,52.5,15,47.5,25,27.5,38.75,56.25,5,18.75,51.25,30,22.5,47.5,30,31.25,31.25,37.5,0
AK2,P54819,23.75,46.25,30,50,28.75,21.25,31.25,43.75,25,38.75,40,21.25,11.25,78.75,10,50,23.75,26.25,51.25,18.75,30,37.5,25,37.5,31.25,62.5,6.25,43.75,51.25,5,15,20,65,17.5,17.5,65,25,56.25,18.75,32.5,46.25,21.25,28.75,50,21.25,28.75,56.25,15,35,47.5,17.5,36.25,45,18.75,20,48.75,31.25,36.25,32.5,31.25,25,67.5,7.5,6.25,42.5,51.25,12.5,45,42.5,16.25,28.75,55,0
AGTR1,P30556,20,30,50,31.25,43.75,25,55,23.75,21.25,26.25,48.75,25,7.5,86.25,6.25,56.25,20,23.75,33.75,42.5,23.75,25,20,55,16.25,68.75,15,25,65,10,15,22.5,62.5,16.25,21.25,62.5,21.25,41.25,37.5,23.75,43.75,32.5,38.75,35,26.25,30,51.25,18.75,35,56.25,8.75,36.25,43.75,20,17.5,63.75,18.75,28.75,38.75,32.5,20,60,20,16.25,53.75,30,20,62.5,17.5,15,36.25,48.75,0
ATP6V1B1,P15313,26.25,43.75,30,42.5,33.75,23.75,33.75,36.25,30,33.75,42.5,23.75,10,82.5,7.5,42.5,26.25,31.25,40,31.25,28.75,41.25,21.25,37.5,22.5,62.5,15,36.25,56.25,7.5,22.5,25,52.5,28.75,18.75,52.5,30,53.75,16.25,28.75,52.5,18.75,35,45,20,36.25,55,8.75,45,42.5,12.5,48.75,38.75,12.5,21.25,53.75,25,36.25,36.25,27.5,28.75,57.5,13.75,12.5,48.75,38.75,16.25,51.25,32.5,23.75,32.5,43.75,0
ATP6V0A4,Q9HBG4,40,13.75,46.25,20,56.25,23.75,47.5,12.5,40,15,61.25,23.75,10,73.75,16.25,47.5,40,12.5,53.75,28.75,17.5,30,27.5,42.5,12.5,71.25,16.25,21.25,75,3.75,23.75,23.75,52.5,37.5,10,52.5,40,31.25,28.75,38.75,28.75,32.5,22.5,46.25,31.25,36.25,45,18.75,33.75,56.25,10,33.75,42.5,23.75,16.25,58.75,25,25,27.5,47.5,28.75,63.75,7.5,13.75,43.75,42.5,18.75,46.25,35,25,40,35,0
BICC1,Q9H694,36.25,45,18.75,50,28.75,21.25,20,42.5,37.5,43.75,35,21.25,11.25,70,18.75,38.75,36.25,25,50,13.75,36.25,43.75,30,26.25,33.75,53.75,12.5,36.25,55,8.75,18.75,35,46.25,32.5,21.25,46.25,37.5,47.5,15,43.75,41.25,15,31.25,58.75,10,33.75,48.75,17.5,42.5,48.75,8.75,43.75,47.5,8.75,16.25,50,33.75,38.75,32.5,28.75,31.25,63.75,5,7.5,41.25,51.25,10,43.75,46.25,27.5,32.5,40,0
AMN,Q9BXJ7,23.75,32.5,43.75,40,43.75,16.25,43.75,31.25,25,32.5,51.25,16.25,5,85,10,58.75,23.75,17.5,46.25,26.25,27.5,37.5,16.25,46.25,23.75,67.5,8.75,28.75,65,6.25,15,21.25,63.75,22.5,13.75,63.75,25,47.5,27.5,27.5,43.75,28.75,26.25,41.25,32.5,31.25,61.25,7.5,28.75,60,11.25,30,47.5,22.5,10,63.75,26.25,26.25,31.25,42.5,20,70,10,10,42.5,47.5,13.75,56.25,30,13.75,31.25,55,0
ALDH7A1,P49419,27.5,42.5,30,40,35,25,33.75,37.5,28.75,30,45,25,11.25,81.25,7.5,46.25,27.5,26.25,45,26.25,28.75,36.25,25,38.75,25,57.5,17.5,37.5,58.75,3.75,21.25,27.5,51.25,25,23.75,51.25,28.75,48.75,22.5,35,40,25,38.75,43.75,17.5,32.5,52.5,15,43.75,43.75,12.5,45,40,15,18.75,56.25,25,38.75,36.25,25,23.75,60,16.25,13.75,50,36.25,16.25,45,38.75,20,35,45,0
ABCA3,Q99758,25,28.75,46.25,27.5,50,22.5,48.75,26.25,25,18.75,58.75,22.5,8.75,85,6.25,52.5,25,22.5,47.5,31.25,21.25,22.5,20,57.5,11.25,72.5,16.25,22.5,73.75,3.75,18.75,22.5,58.75,20,21.25,58.75,25,35,40,27.5,36.25,36.25,35,36.25,28.75,33.75,50,16.25,35,55,10,35,41.25,23.75,12.5,71.25,16.25,23.75,41.25,35,20,63.75,16.25,12.5,51.25,36.25,13.75,53.75,32.5,12.5,36.25,51.25,0
BMPR2,Q13873,28.75,38.75,32.5,42.5,36.25,21.25,35,35,30,33.75,45,21.25,10,81.25,8.75,43.75,28.75,27.5,40,28.75,31.25,32.5,31.25,36.25,23.75,62.5,13.75,32.5,61.25,6.25,21.25,33.75,45,25,30,45,30,45,25,38.75,36.25,25,37.5,43.75,18.75,33.75,50,16.25,47.5,42.5,10,48.75,35,16.25,15,61.25,23.75,38.75,33.75,27.5,30,48.75,21.25,13.75,52.5,33.75,15,53.75,31.25,17.5,43.75,38.75,0
CARD14,Q9BXL6,33.75,31.25,35,35,37.5,27.5,36.25,25,38.75,26.25,46.25,27.5,15,70,15,38.75,33.75,27.5,61.25,20,18.75,35,30,35,15,70,15,35,58.75,6.25,23.75,30,46.25,36.25,17.5,46.25,38.75,35,26.25,25,45,30,35,38.75,26.25,36.25,48.75,15,35,51.25,13.75,40,32.5,27.5,26.25,41.25,32.5,36.25,22.5,41.25,33.75,51.25,15,12.5,53.75,33.75,17.5,45,37.5,33.75,30,36.25,0
AP1S3,Q96PC3,35,25,40,23.75,41.25,35,45,17.5,37.5,20,45,35,17.5,72.5,10,43.75,35,21.25,48.75,35,16.25,26.25,30,43.75,11.25,67.5,21.25,30,61.25,8.75,27.5,30,42.5,27.5,30,42.5,37.5,28.75,33.75,32.5,36.25,31.25,46.25,33.75,20,35,38.75,26.25,43.75,51.25,5,46.25,36.25,17.5,26.25,53.75,20,38.75,31.25,30,32.5,46.25,21.25,18.75,48.75,32.5,20,47.5,32.5,25,41.25,33.75,0
ABCC6,O95255,13.75,45,41.25,40,32.5,27.5,45,37.5,17.5,27.5,45,27.5,6.25,90,3.75,56.25,13.75,30,47.5,28.75,23.75,31.25,16.25,52.5,23.75,60,16.25,32.5,63.75,3.75,13.75,18.75,67.5,15,17.5,67.5,17.5,50,32.5,22.5,42.5,35,32.5,43.75,23.75,36.25,53.75,10,30,52.5,17.5,33.75,43.75,22.5,18.75,60,21.25,35,37.5,27.5,21.25,65,13.75,18.75,45,36.25,23.75,42.5,33.75,15,30,55,0
ABCB6,Q9NP58,17.5,45,37.5,48.75,31.25,20,40,42.5,17.5,35,45,20,7.5,86.25,6.25,55,17.5,27.5,43.75,26.25,30,35,18.75,46.25,27.5,56.25,16.25,37.5,57.5,5,11.25,22.5,66.25,17.5,16.25,66.25,17.5,56.25,26.25,23.75,45,31.25,27.5,46.25,26.25,38.75,56.25,5,35,47.5,17.5,35,42.5,22.5,13.75,60,26.25,32.5,35,32.5,20,67.5,12.5,12.5,50,37.5,16.25,48.75,35,16.25,28.75,55,0
COMP,P49747,32.5,32.5,35,41.25,45,13.75,35,32.5,32.5,33.75,52.5,13.75,7.5,81.25,11.25,46.25,32.5,21.25,55,21.25,23.75,41.25,23.75,35,21.25,71.25,7.5,35,60,5,21.25,23.75,55,31.25,13.75,55,32.5,43.75,23.75,33.75,40,26.25,20,52.5,27.5,36.25,55,8.75,41.25,46.25,12.5,41.25,33.75,25,12.5,56.25,31.25,25,36.25,38.75,28.75,58.75,12.5,5,51.25,43.75,10,52.5,37.5,17.5,37.5,45,0
AKT1,P31749,40,27.5,32.5,30,35,35,36.25,22.5,41.25,21.25,43.75,35,18.75,71.25,10,38.75,40,21.25,45,31.25,23.75,36.25,23.75,40,11.25,66.25,22.5,35,56.25,8.75,31.25,25,43.75,32.5,23.75,43.75,41.25,33.75,25,32.5,42.5,25,50,35,15,45,35,20,46.25,42.5,11.25,47.5,40,12.5,26.25,52.5,21.25,37.5,37.5,25,31.25,51.25,17.5,16.25,43.75,40,18.75,41.25,40,25,41.25,33.75,0
CHEK2,O96017,25,61.25,13.75,60,31.25,8.75,15,56.25,28.75,53.75,37.5,8.75,1.25,88.75,10,20,25,55,33.75,16.25,50,30,51.25,18.75,43.75,53.75,2.5,18.75,77.5,3.75,18.75,53.75,27.5,28.75,43.75,27.5,28.75,62.5,8.75,62.5,28.75,8.75,17.5,73.75,8.75,26.25,63.75,10,65,26.25,8.75,68.75,23.75,7.5,8.75,70,21.25,50,31.25,18.75,55,33.75,11.25,6.25,60,33.75,8.75,62.5,28.75,16.25,60,23.75,0
CFP,P27918,22.5,42.5,35,50,33.75,16.25,37.5,40,22.5,33.75,50,16.25,8.75,83.75,7.5,51.25,22.5,26.25,43.75,25,31.25,31.25,30,38.75,25,63.75,11.25,40,55,5,15,25,60,18.75,21.25,60,22.5,53.75,23.75,33.75,33.75,32.5,26.25,45,28.75,36.25,53.75,10,42.5,40,17.5,42.5,31.25,26.25,12.5,60,27.5,32.5,31.25,36.25,22.5,61.25,16.25,13.75,51.25,35,15,51.25,33.75,15,36.25,48.75,0
CACNA1D,Q01668,31.25,47.5,21.25,46.25,27.5,26.25,22.5,43.75,33.75,38.75,35,26.25,10,85,5,30,31.25,38.75,58.75,12.5,28.75,46.25,23.75,30,30,62.5,7.5,36.25,60,3.75,28.75,23.75,47.5,28.75,23.75,47.5,33.75,47.5,18.75,38.75,42.5,18.75,30,62.5,7.5,41.25,50,8.75,48.75,32.5,18.75,51.25,32.5,16.25,25,48.75,26.25,41.25,46.25,12.5,46.25,45,8.75,5,47.5,47.5,16.25,36.25,47.5,13.75,50,36.25,0
BMP15,O95972,27.5,33.75,38.75,31.25,46.25,22.5,41.25,28.75,30,23.75,53.75,22.5,10,76.25,13.75,46.25,27.5,26.25,63.75,15,21.25,28.75,25,46.25,21.25,65,13.75,25,71.25,3.75,16.25,26.25,57.5,28.75,13.75,57.5,30,35,35,31.25,35,33.75,27.5,46.25,26.25,31.25,50,18.75,31.25,56.25,12.5,33.75,37.5,28.75,20,56.25,23.75,33.75,26.25,40,30,62.5,7.5,8.75,56.25,35,13.75,46.25,40,27.5,23.75,48.75,0
BUB1B,O60566,41.25,32.5,26.25,36.25,42.5,21.25,28.75,30,41.25,32.5,46.25,21.25,10,73.75,16.25,40,41.25,18.75,55,18.75,26.25,42.5,27.5,30,23.75,63.75,12.5,32.5,60,7.5,25,31.25,43.75,36.25,20,43.75,41.25,37.5,21.25,45,32.5,22.5,30,55,15,35,46.25,18.75,45,47.5,7.5,45,40,15,16.25,52.5,31.25,32.5,36.25,31.25,30,60,10,8.75,43.75,47.5,12.5,43.75,43.75,23.75,40,36.25,0
CORIN,Q9Y5Q5,27.5,31.25,41.25,36.25,43.75,20,43.75,28.75,27.5,25,55,20,12.5,82.5,5,52.5,27.5,20,50,23.75,26.25,32.5,22.5,45,20,68.75,11.25,33.75,61.25,5,22.5,16.25,61.25,21.25,17.5,61.25,27.5,43.75,28.75,30,37.5,32.5,33.75,33.75,32.5,31.25,56.25,12.5,38.75,47.5,13.75,38.75,33.75,27.5,17.5,61.25,21.25,28.75,33.75,37.5,25,63.75,11.25,10,52.5,37.5,12.5,53.75,33.75,13.75,35,51.25,0
COL4A2,P08572,25,46.25,28.75,52.5,27.5,20,31.25,43.75,25,37.5,42.5,20,11.25,83.75,5,56.25,25,18.75,36.25,23.75,40,48.75,15,36.25,31.25,53.75,15,47.5,46.25,6.25,20,13.75,66.25,21.25,12.5,66.25,25,60,15,38.75,38.75,22.5,30,47.5,22.5,42.5,52.5,5,50,33.75,16.25,50,35,15,15,66.25,18.75,41.25,31.25,27.5,22.5,68.75,8.75,12.5,46.25,41.25,13.75,50,36.25,15,28.75,56.25,0
AMPD2,Q01433,28.75,48.75,22.5,50,20,30,25,45,30,37.5,32.5,30,20,76.25,3.75,42.5,28.75,28.75,50,13.75,36.25,43.75,23.75,32.5,35,46.25,18.75,45,50,5,26.25,18.75,55,22.5,22.5,55,30,55,15,36.25,43.75,20,37.5,46.25,16.25,40,51.25,8.75,50,35,15,51.25,35,13.75,26.25,55,18.75,48.75,31.25,20,40,57.5,2.5,10,47.5,42.5,12.5,40,47.5,20,33.75,46.25,0
